RELEVANT,CATEGORY,CATEGORICAL SENTIMENT,GENERAL SENTIMENT,JUSTIFICATION,ID
IRRELEVANT,,,,The statement mentions drones in discussing a filibuster. ,4728880ac9b6ed9994d8d08700709502
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike that removed al-Awlaki.,193362b3441ef0635642b6deaaab64a6
RELEVANT,REFERENCE,ANTI,,"The statement discusses how drones possessed by Iran can pose security challenges to the United States. I left general sentiment blank because the speaker talks about drones possessed by an enemy, and hence his attitude toward drones in general is not clear based on the statement.",68a3b2b5808b420e8d12422ee8947575
IRRELEVANT,,,,The statement is about series of personal comments on a politician.,6186bf824d278cf55a1906967346a271
IRRELEVANT,,,,The statement refers to the use of drones irrelevant to a military context. ,adbd2e23296eae2e9272af42c969721a
RELEVANT,REFERENCE,PRO,NEUTRAL,"The statement refers to a drone strike in Yemen that successfully removed a target, but is more focused on how dangerous the target was to the U.S. security than on the drone strike itself.",71e261126737ce9126b18538b7843eda
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement introduces a briefing that explained why the United States sent troops instead of drones to Afghanistan.,72d5c8909fe9cec56c77dbdd2a7f8cf0
IRRELEVANT,,,,The statement refers to using drones domestically in the context of the right of privacy.,e51cb3468e7c93a77d8df6afe2e0e0b5
IRRELEVANT,,,,The statement refers to using drones domestically in the context of the right of privacy.,40f50aa1dc075bffe30f06ad28351ddd
IRRELEVANT,,,,The statement refers to using drones domestically in the context of the right of privacy.,8558b10dc79f9ce667c931970a4e03f2
IRRELEVANT,,,,The statement refers to using drones domestically in the context of the right of privacy.,e8d0bac3026c208838789759c685e737
IRRELEVANT,,,,The statement refers to using drones domestically in the context of the right of privacy.,208459742711a0ab66c71473786c9b32
IRRELEVANT,,,,The statement refers to using drones domestically in the context of the right of privacy.,479ae3669700cf214ca157bfe99fa263
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike that killed al-Awlaki.,1eb66112f310c6a9d1418277b78cbc6c
RELEVANT,REFERENCE,PRO,NEUTRAL,The statement refers to a drone strike that removed the leader of the Taliban. ,26087143e5a6e583020957938d4d44f9
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike that killed al-Awlaki.,360a01c9eeeb846ecc3e8c541aa0689f
RELEVANT,FOREIGNPOLICY,ANTI,,"The statement discusses how drones possessed by Iraq can pose security challenges to the United States. I left general sentiment blank because the speaker talks about drones possessed by an enemy, and hence his/her attitude toward drones in general is not clear based on the statement.",35d6ce85f12f5047e700568b2599d6e6
RELEVANT,REFERENCE,NEUTRAL,,The statement refers to drones as an example where reports the United States received turned out to be false (blank for general sentiment). ,639501584d7aabd68d5413f2201e4673
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to attack drones to explain a deployment of U.S. troops to Iraq.,b28b9c32833ef3cafce391f95a74d9f8
RELEVANT,DOMESTIC-LEGALITY,ANTI,NEUTRAL,"The statement argues that the absence of full debate led the Congress to pass a bill that authorized unnecessary drone strikes (anti categorical sentiment). However, it does not mean that the speaker is necessarily anti-drones in general (neutral general sentiment).",b67ee1284f6e33ac5c9ce2e54470c39b
RELEVANT,REFERENCE,,,"[NON-OBVIOUS] The statement mentions drones in listing U.S. troops that are in danger. I left sentiments blank because the speaker is critical of the President invoking an Act, not of drone strikes. On a side note, based on the statement alone, it is not completely clear whether the speaker refers to attack drones or surveillance drones. If the latter, the statement is IRRELEVANT.",15bfb6e00d7d451c4c8dc9aebd7195a0
RELEVANT,FOREIGNPOLICY,PRO,PRO,"The statement criticizes the President not authorizing drone strikes, which the speaker argues can effectively remove ISIS combatants.",aaf62cd6d4700cf8c8eb23cc5d46d7c1
RELEVANT,REFERENCE,NEUTRAL,,The statement refers to drones as an example where reports the United States received turned out to be false (blank for general sentiment).,8b9376c22d8c34d4a335737eecfb5b17
RELEVANT,REFERENCE,ANTI,ANTI,The statement mentions how drone strikes by Hamas threaten Israeli citizens.,75a60121cc5f232b3ed53d8230882178
RELEVANT,REFERENCE,PRO,PRO,The statement says that it is appropriate to expedite delivery of UAVs.,ec50b4d103d24a3e330a94a708a96c4e
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,"The statement refers to a drone strike in Yemen, but is more focused on how dangerous the target was to the U.S. security than on the drone strike itself.",3062ee3d2ddd2e9de85f90c5371bcae2
IRRELEVANT,,,,The statement discusses the DTA.,a70017f6c79e179ca2450af9481a5c24
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to Russia shooting down a Georgian UAV.,33be740f62e8157216a66d8d71d625f2
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement specifies the amount of funds for UAVs. ,02b1ea1255e83d4135a2090b27c8b492
IRRELEVANT,,,,The statement is a tribute to a deceased veteran.,6a3a0f8186dfe340f4dca8b70ba86ca0
IRRELEVANT,,,,The statement mentions drones in a surveillance role.,a0dd51d4dce4d7c2ef5339a216a92af7
RELEVANT,REFERENCE,NEUTRAL,,The statement refers to drones as an example where reports the United States received turned out to be false (blank for general sentiment).,f24234fb64a1c455aa856b47fc336e38
RELEVANT,REFERENCE,ANTI,,The statement mentions drones in discussing how the speaker did not buy a claim that Iraq possessed deadly weapons. ,07a1a0c24c7f191f47d872d5485fbd48
IRRELEVANT,,,,The statement refers to the domestic use of drones.,f8fd238f275d3f8f89126027922dfb16
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike in Yemen that killed al-Awlaki.,477073489308c382cec394f0622d3fa3
RELEVANT,REFERENCE,NEUTRAL,PRO,"The statement refers to a drone strike in Yemen that killed al-Awlaki, and implies that the speaker supports using drone strikes to remove terrorists who killed American ambassadors.",968053ea5558e2a476db754d55883fff
RELEVANT,REFERENCE,NEUTRAL,PRO,The statement refers to a drone strike in Yemen that killed al-Awlaki.,d3ae098647ce612ce44ddec922cda081
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike in Yemen that killed al-Awlaki.,abff937b45e95cd985798db9960695f8
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to drone strikes the United States conducted to hunt and kill those responsible for the 2001 attacks.,efe0a11c488a4e8c32d95001fce43a7c
IRRELEVANT,,,,The statement relates to the freedom of speech. ,c498fda59ffe7b2db27d72321a043407
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement quotes the title of a newspaper article that talks about CIA role in drone attacks.,0eca6e1930bba3377a7610ed657749a9
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike that killed al-Libi.,d5dec668f3818c65e93ee802ecd6cb9c
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement discusses the significance of congressional oversight in conducting drone strikes.,ad58368fad525bc4b69c7664324e9df1
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement emphasizes the necessity to revisit the War Powers Resolution and update it accordingly to regulate the use of drones. ,5113c07b90e5970feb18c4f58d9c2d7e
IRRELEVANT,,,,The statement is about trade deals. ,75fa09633242a495ddd472e674051d79
RELEVANT,REFERENCE,ANTI,ANTI,The statement argues that the United States should not send drones to the Middle East just to prove its righteousness.,ba4c0e1d89b06b2bebf18aadb5de9d04
IRRELEVANT,,,,"The statement concerns the National Airspace System, which is irrelevant to a military context",3813ee2d08e1023d63abee47fc78db15
IRRELEVANT,,,,The statement is a greeting to a chairman and a senator the speaker will work with.,4c1a97bca98f6e29e7db7198c996ea02
IRRELEVANT,,,,"The statement concerns the National Airspace System, which is irrelevant to a military context",e97e020830291b15b49e711be76fc92d
RELEVANT,FOREIGNPOLICY,PRO,NEUTRAL,"The statement says that the Predator drone was the most effective weapon in Afghanistan (pro categorical sentiment). However, the message the speaker wants to convey is that small businesses have been successful in innovating military technologies. ",2375d494775cdc8e8a82071627b02775
RELEVANT,FINANCE,PRO,PRO,The statement says that drones are comparatively cheap.,942fd1c8378a98e2e501d972bc9a00bc
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement argues that drones are the most effective warfighting weapon.,2878c82ed2114858a7aa857051b0b51d
RELEVANT,REFERENCE,PRO,NEUTRAL,"The statement refers to a drone strike in Yemen, but is more focused on how dangerous the target was to the U.S. security than on the drone strike itself.",f78ec094a354e6699b5d153977f42356
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,,The statement argues that regulations on drones do not hinder development of drones. ,3f8ac9b76de1fafd37930a9f6758fdb8
IRRELEVANT,,,,"The statement talks about the Global Hawk UAV, which is a surveillance drone.",10f8af4f68b772028ebe448f15ef44c7
RELEVANT,REFERENCE,PRO,PRO,The statement talks about a drone strike Obama refused to conduct. I put PRO for sentiments because the speaker implies that the United States would have been able to take out the leadership of ISIS with drone strikes.,f031dc084e69e3304a3b607695dad568
RELEVANT,REFERENCE,PRO,PRO,The statement talks about a drone strike Obama refused to conduct. I put PRO for sentiments because the speaker implies that the United States would have been able to take out the leadership of ISIS with drone strikes.,d19d244646397d61ad66c1114234d798
IRRELEVANT,,,,The statement is a tribute to a deceased lieutenant. ,cf0d12047aef0de49169d01517addde9
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,3d7edef061ad5ab2982c4c5f37ce008f
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,be7c2a6fe3766166b5aabba1c20507bd
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,e4071f41b03a4d78180501b9d554675d
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,32e79559c8a1a0ba438fe7d8248d79c8
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike in Pakistan.,fc606158d4aa60fe307f4878a411b37c
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement argues that the international community does not support U.S. drone strikes which potentially cause unchecked devastation.,05a5b30086c0794c00ab66e35034fe4d
IRRELEVANT,,,,"[NON-OBVIOUS] The statement does mention that drones are valuable assets in the war against terrorism. However, I judged IRRELEVANT (rather than FOREIGNPOLICY) is a more appropriate classification considering the message the statement delivers. The speaker is concerned with easy access to drones in the domestic market, not drone warfare overseas.",231ad548ee916eedfd8746a6ae58cfa2
IRRELEVANT,,,,The statement discusses the necessity to regulate selling drones in the domestic market.,05bc2f5c7ffe8b63bd74e25c8333a44f
IRRELEVANT,,,,The statement discusses the necessity to regulate the domestic use of drones. ,c1163cd833ce22d90a93db1b77775e57
RELEVANT,"FINANCE,HUMANITARIAN,INTERNATIONAL-LEGALITY,FOREIGNPOLICY","ANTI,ANTI,ANTI,ANTI",ANTI,"The statement opposes financing military operations in Pakistan, listing negative side-effects of conducting drone strikes. ",82ea9c2aad9fdce0f355ac1df45fd295
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement emphasizes that it is necessary to end drone strikes in Pakistan to stop antagonizing the Middle East. ,a00bd1b4efe818cc4908d2b15d83e850
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement argues that drone strikes not only cause civilian deaths but also incite anti-American sentiment. ,dd45c707b92bd9d396f62c5ec7271bf3
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement mentions that drone strikes may not necessarily be effective in terrorists considering how they react to the threat of drone strikes.,b8ac6aef424ab7bddbc124de34f6daeb
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement introduces that the House will vote on legal justification of drone strikes. ,a47e52db5062eb12df612d9b3b42350e
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement explains what the vote on drone strikes is and is not about. ,d72d4d031ecda20f2ef07cde74e87b7c
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement calls for clear regulations on conducting drone strikes. ,d8a610c304b132ffb9dec8435f38c663
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement calls for clear regulations on conducting drone strikes. ,814a85e0099a25a78a2107d3bafff5aa
IRRELEVANT,,,,The statement is irrelevant to warfare-drones overseas. ,1705daffb166d13357f7a597bfbe4c72
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,12d003719799203f2434e85e605181c4
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike in Yemen that removed al-Awlaki.,6efdbbbbf7b9466e23fc1e7789b6c796
IRRELEVANT,,,,The statement is a tribute to a congressman.,d86ad4607e575e64ceb5a01604c789c9
RELEVANT,FINANCE,PRO,PRO,The statement says that investment in drones potentially contributes to the United States playing a leading role in keeping the peace. ,506cb5c2a84e4255970d9400985dc80a
RELEVANT,FINANCE,PRO,PRO,The statement mentions that drone programs would not have been improved had it not been for deliberate efforts of the Congress to fund them.,632b3f33285e212e9f45ed0ea964a67d
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement praises that drones have been successful in finding and targeting terrorists. ,db914e868b9804b485fbfabb142e4129
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement praises that drones have been successful in finding and targeting terrorists. ,3e5ec4aee8471e08304209a607927981
RELEVANT,REFERENCE,NEUTRAL,,The statement refers to drones as an example where reports the United States received turned out to be misinformation (blank for general sentiment). ,5f262007aa0e65c2a14beef3e9be5829
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement points out that millions of civilians have been sacrificed in drone attacks.,96e684bd6070036a4af3a99a92ba9890
IRRELEVANT,,,,The statement is about a filibuster. ,c425659e39de952356ac7b9c60c1911a
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike in Yemen that removed al-Awlaki.,eb917c2307d2e48530b492b1b40d4be0
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,98d801f90518caba15da51b66f4c9cbb
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,172f74b408adf3d27c63f59dc9c0719c
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,79cdd51aa082337f2567f200712b5f55
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,44129b82cc08666fac14c73720a9fd22
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,556cd3a21b4a5fbef2af4dfa93ba88c3
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,d9b2aa953c041ea8703c6cc503324e1c
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,aedd531007755817807d7799ae87c40c
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,5876dc27e3f22b573b47882e84823736
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,2463ad2ce97ba1c26af72d067175b198
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,35445a6ed99e2e34d6f3337689c1b8ab
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,d74aabd341415bc8d6429f4bba26987f
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,a9d709f58a0be3cf89b7eac9fb92c894
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,e4f136f59afc322e31cff78062bd8c00
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,500d69e8292cd8a34c46dd7e083e8a1b
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,d1965363610e645878d63168413e9fda
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,98b997b8a613e89f20c9736d90b6de38
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,ba56d1916a9789db4eea371bca126958
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,54ee88b11058d4d1ea6f57c99a14142f
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,dc7f93023513f408c9ca2c33bda7d3ef
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,c79b45d2699d6860cf3897f92c6d6ffa
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,73111d6b43a0d215fabbe602c3afc964
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,858b96a498f6b8855e885673b2161667
RELEVANT,JOBS,PRO,PRO,The statement mentions a drone industry in Mississippi. ,9c78cfd876095a38f17f8db0fe12029c
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,5d7d358bbe3fe6baa3d574a449c0329e
IRRELEVANT,,,,The statement refers to drones in a surveillance role. ,b376675f5786f1281530b09f6bcd2847
IRRELEVANT,,,,"The statement highlights a technological advantage of the Global Hawk, which is a surveillance drone. ",517f86e141ac706cbeec25742959a6d2
RELEVANT,REFERENCE,,,The statement refers to misinformation during the Iraq War.,496def7e58d32823bcdb7a677e869d81
RELEVANT,REFERENCE,,,The statement refers to intelligence reports on Iraq's military capabilities that turned out to be false.,b8954a5bf964426c0537cad571d3d7d6
RELEVANT,REFERENCE,,,The statement refers to intelligence reports on Iraq's military capabilities that turned out to be false.,d54e3f9f2fa5a1af9d0d311f05ff0155
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,148a48f55206b9b9f3f5066ed0d6f2f2
IRRELEVANT,,,,The statement is a tribute to a senator.,2961d9cecb994d492ab3defa42b98b00
IRRELEVANT,,,,The statement is a tribute to a colonel. ,986ad66ace76be34b15fcbd4bbbf1738
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement says drones are effective in fighting terrorism. ,ee48b7d7dbdf18475495a06e8d52483f
IRRELEVANT,,,,The statement is a tribute to a pianist. ,18588faa16b0180d0affb2dbcff50863
IRRELEVANT,,,,The statement is a tribute to a pianist. ,b16c1e58c35ce2d5bac04c2fd33df315
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement argues that drones are the most appropriate weapons to fight terrorists. ,1b137aebc035362e5cb6dd850e25c66b
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement agrees with an editorial that says drone strikes can be interpreted as state-sponsorred terrorism.,170c47cd3d972b05b9726a313ef46a29
RELEVANT,REFERENCE,,,The statement relates to the U.S. decision to go to war against Iraq.,eef753203732037c99baf37ee5ece0af
RELEVANT,REFERENCE,,,The statement refers to intelligence reports on Iraq's military capabilities that turned out to be false. ,af774b74644f120b949d91cf406aef54
RELEVANT,REFERENCE,PRO,PRO,The statement says that drone technology may obviate the need to send military troops in the future. ,fb48e28f9cc86bf649f96a7d3d5befed
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement explains that contents relevant to drones were added to a bill after the 9/11 attacks.,2b7029ec2cc030ced33707b5003186a5
RELEVANT,REFERENCE,ANTI,NEUTRAL,"The statement refers to a drone strike that killed al-Alwaki, but contemplates the idea of capturing instead of removing him, which would have provided an opportunity to listen to what he had got to say about his connections with the Congress.",d0bc9a8a401f2fee25f14a2aa1ed2c7d
RELEVANT,REFERENCE,ANTI,NEUTRAL,"The statement criticizes the CIA taking over Pentagon functions, such as conducting drone strikes. However, it is not critical of drone strikes themselves.",06eb21f53fe6fe083dd4f7546caa233d
RELEVANT,"FINANCE,FOREIGNPOLICY","PRO,PRO",PRO,"The statement calls for an additional funding for Predator drones, which have become a valuable asset in the war on terrorism.",76d1ed09f82ca0d4999c260dbe24f263
RELEVANT,"FINANCE,FOREIGNPOLICY","PRO,PRO",PRO,"The statement calls for an additional funding for Predator drones, which have become a valuable asset in the war on terrorism.",d87012b84724151be4c7bf20245cda76
IRRELEVANT,,,,The statement relates to drones in a surveillance role.,2f825c69fd00e504becff6ac73421f33
IRRELEVANT,,,,Thhe statement relates to drones in a surveillance role.,7920466cc1717f826000acefb59d64cc
IRRELEVANT,,,,The statement relates to drones in a surveillance role.,91f151b7d662f8f73090a65acfef2e0b
IRRELEVANT,,,,The statement relates to the domestic use of drones.,6ad11b27d3f06823236f0f13083356a1
IRRELEVANT,,,,The statement relates to the domestic use of drones.,f1ee9458f06c1c317e162d5882aeedd1
RELEVANT,FINANCE,PRO,PRO,The statement requests full funding for UAVs. ,25be56f079e02bf04890797f6c4cb966
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,ANTI,"The statement argues that drone strikes blur the distinction between war and peace, and calls for the constitutional basis for using drones. ",3c94079c892e056e6e92feca3d03090e
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement praises servicemembers of the Air Force who are in charge of drone attacks.,21e111f4a109fb57e7e8ef58688d0d49
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","PRO,ANTI",NEUTRAL,The statement points out both merits (precision strikes against terrorists) and demerits (sacrifice of civilians) of drone strikes. ,5293d75682ca2e03a9a5cf95b4ba7299
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement refers to how drones can be used effectively in Nigeria to fight Boko Haram. ,008ecaa77b9bcab57efb2f9068e8c88f
IRRELEVANT,,,,The statement relates to drones in a surveillance role.,d0f559513d75392c8094be945a7ece94
IRRELEVANT,,,,The statement relates to drones in a surveillance role.,49c307d29d69329fce984ca435081c67
IRRELEVANT,,,,The statement relates to drones in a surveillance role.,790f789f9a194a88f6eefb96da025922
RELEVANT,REFERENCE,PRO,PRO,The statement mentions drones in the context of discussing congressional earmarks.,fbb6da5aaa3f4089226ad75715736239
RELEVANT,"FINANCE,FOREIGNPOLICY","PRO,PRO",PRO,The statement says that the Predator program is vital in fighting the war on terrorism.,cdf6e68ea1bb7e77b02e6668fa60ef87
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing a military mission line.,b79351b001d25ba1743b5884c4c33244
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing a military mission line.,f6113a659f2b28fdae35eecce42fb811
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing a military mission line.,7b0ecd11b529d3378d894d7e7a936bb5
IRRELEVANT,,,,"[NON-OBVIOUS] The statement itself seems to discuss TECHNOLOGY and FINANCE, but considering the title of the statement, it is most likely that the speaker refers to drones in a surveillance role.",e07ae77fc24134ed61faf39bd1e63757
IRRELEVANT,,,,"The statement is about Project Children, irrelevant to drones. ",40150f3a234a3e96d2c2ce1733aae595
RELEVANT,FOREIGNUSE,ANTI,,The statement argues Iraqi drones potentially pose a security challenge to the United States. I leave general sentiment blank because the statement is not a direct criticism of the use of drones in a military context. ,445de83442dc398f380dbaccfa26b545
IRRELEVANT,,,,The statement pertains to judicial nomination.,e8be42fc6aad892d251601fda58df0ee
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement supports transparency and public debate on drone policy.,073248049d9792f0355ddc3ae6916991
RELEVANT,REFERENCE,NEUTRAL,,The statement mentions drones in discussing an appointment of a lawyer. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se. ,00e3db60352f5048d7f989e49f255738
RELEVANT,REFERENCE,NEUTRAL,,The statement mentions drones in discussing an appointment of a lawyer. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se. ,74e4c90c34e15eb278c97214fa9e581d
RELEVANT,DISCLOSURE,PRO,,The statement supports transparency and public debate on drone policy. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se. ,c6929fc2b2cd2a83c53423f1a06d38ba
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike that removed al-Awlaki.,06317beb376e044f30abd2a73a75a254
IRRELEVANT,,,,The statement is a tribute to a U.S. captain. ,a35c6498cdbbdea25964d05d26bfb439
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement supports transparency and public debate on drone policy.,5412dd4e591fb5476ab39233586b2628
RELEVANT,REFERENCE,ANTI,,"The statement criticizes David Barron's decision regarding a drone strike that killed al-Awlaki (anti categorical sentiment). However, it is not a direct criticism of drone strikes per se (blank general sentiment).",dd23d4c8a39c7deedc5d79f8c3f0ab29
RELEVANT,REFERENCE,ANTI,,"The statement criticizes David Barron's decision regarding a drone strike that killed al-Awlaki (anti categorical sentiment). However, it is not a direct criticism of drone strikes per se (blank general sentiment).",b37849758544679ccacd183a8fd8e8e5
RELEVANT,"DISCLOSURE,DOMESTIC-LEGALITY","PRO,NEUTRAL",NEUTRAL,The statement calls for transparency and checks and balances regarding drone executions.,7873aac1d90dd9571d6d53d758738b32
IRRELEVANT,,,,The statement appreciates hard work of a senator.,4094d3cda16db8e5951fbe78b8f0844e
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement opposes drones strikes without judicial process.,545fb1b5ef71d17014c0044bfb9e58b9
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,7d74e316fe40142fe2105f2442d8d21e
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,9ce0284a865b428a05f7c97b49bd0651
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se. ,cb54bf3f0e4c79d49c3b8345890afbe7
RELEVANT,REFERENCE,ANTI,,"The statement criticizes David Barron's decision regarding a drone strike that killed al-Awlaki (anti categorical sentiment). However, it is not a direct criticism of drone strikes per se (blank general sentiment).",47d9391283928e4edc9c99a7bd62fc7a
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,7ed338880a66da26fa9fb031021ebc04
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,4d9ca8e19c81d389a5b866fa802c0e5c
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,2b25f026111d7440ff734e8340f79897
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,94cd8f467f4dc3a25d31bbee9ed0cb6d
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,88ee6f31c887e13bc735ba66f24d400f
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,e9747f8f38cc22037c67e459920271bc
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,caa6493313c2924a796bd25cc356e3de
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,cf5357cb1265845fdef5cb30b7a089d2
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,2bab822dc811bcb08ca3580da3da2103
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,2e96bf3ef7a455f6099625bd58e4ea09
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,ec085d7dad8962bd9e596a56b96bee11
RELEVANT,DISCLOSURE,PRO,,The statement criticizes the White House for not providing full information regarding the drone program. I leave general sentiment blank because it is not a direct criticism of drone/drone strikes per se.,e16c5c136c640db2b0d72e67cbd9c101
RELEVANT,"FINANCE,TECHNOLOGY","PRO,PRO",PRO,"The statement supports funding for drones, which will lower costs while increasing mission effectiveness.",f3081bea7aa6fefc100a43e59def1c2f
RELEVANT,TECHNOLOGY,PRO,PRO,The statement explains that advanced technology will increase mission effectiveness.,77ea4d1c7284d2a27d5816c4fdd4b1b0
RELEVANT,FINANCE,PRO,PRO,"The statement lists procurement of military assets, including UAVs.",c0f7bf30322019c87ef2a6b0e94ccd5a
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,52e2fcf8a40eb5364d4ad5b03780e62f
