last_name,congress,loyalty,sex,party_code,date,dim_2,id,dim_1,first_name,title,state,periphery,statement,party,unsigned_periphery
McDermott,108,0,1,100,2004-05-18,-0.197,7f2f537952584906209916c39f0cc906,-0.666,Jim,HOUSE SHOULD INVESTIGATE ABUSES AT ABU GHRAIB PRISON,WASHINGTON,2.370665278683354,"Mr. Speaker, where is the investigation of the House of Representatives into the abuses at the Abu Ghraib prison? Why are the Republican leaders dragging their feet? What are the administration and the war department afraid of?",1,
,110,0,,,2008-05-22,,5065bb877dce9aafa41a674724a1adb9,,,House of Representatives,,,"I appreciate the views of the gentleman from Texas, but this is a commonsense amendment and there have been abuses. And the people that have abused the law, who acted illegally, whether it be at Abu Ghraib or Guantanamo Bay or some of the black sites that the CIA have operated, some of them have been contract employees.",,
Pearce,108,1,1,200,2004-05-12,0.12,fa40c12e5b7fd3844d422588cc9ad17d,0.469,Stevan,REMEMBER THE MISSION IN IRAQ,NEW MEXICO,0.18226082701203866,"No matter how despicable the acts of our soldiers in Abu Ghraib prison, they remain the actions of just a few. They do not reflect the majority opinion. They do not reflect American values, and they do not reflect what is going on in Iraq. Because there are magnificent tales of sacrifice and commitment going on in Iraq.",0,
Johnson,115,0,1,100,2017-02-15,0.09,3f5e9e1235ad41c6925e19922a70af61,-0.476,Henry,"THE EVOLVING THREAT OF TERRORISM AND EFFECTIVE COUNTERTERRORISM 
                               STRATEGIES",GEORGIA,1.0049952229459269,"In the years following the 9/11 attacks, Americans were forced to confront our policies of torture, black sites, the Abu Ghraib prison scandal, and the wartime prison at Guantanamo Bay Cuba. These policies not only left a stain on our conscience and America's moral standing, but they also led to the radicalization of countless of individuals. It is well known that Abu Bakr al Baghdadi, the leader of IS, spent significant time at American detention centers in Iraq, including Abu Ghraib and Camp Bucca. It was there that he and other future leaders of IS first met. Former prison commanders, analysts, and soldiers all reported that these prison sites ``provided a unique setting for both prisoner radicalization and inmate collaboration--and was formative in the development of today's most potent jihadist force.''",1,
,109,0,,,2005-02-03,,2474a50077579a892a609558bd679820,,,EXECUTIVE SESSION,,,"Alberto Gonzales's nomination as attorney general goes      before the Senate at a time when the Republican majority is      eager to provide newly elected President Bush with the      cabinet of his choice, and the Democrats are leery of      exposing their weakened status by taking fruitless stands      against the inevitable. None of that is an excuse for giving      Mr. Gonzales a pass. The attorney general does not merely      head up the Justice Department. He is responsible for      ensuring that America is a nation in which justice prevails.      Mr. Gonzales's record makes him unqualified to take on this      role or to represent the American justice system to the rest      of the world. The Senate should reject his nomination.       The biggest strike against Mr. Gonzales is the now      repudiated memo that gave a disturbingly narrow definition of      torture, limiting it to physical abuse that produced pain of      the kind associated with organ failure or death. Mr.      Gonzales's attempts to distance himself from the memo have      been unconvincing, especially since it turns out he was the      one who requested that it be written. Earlier the same year,      Mr. Gonzales himself sent President Bush a letter telling him      that the war on terror made the Geneva Conventions' strict      limitations on the questioning of enemy prisoners      ``obsolete.''       These actions created the legal climate that made possible      the horrific mistreatment of Iraqi prisoners being held in      Abu Ghraib prison. The Bush administration often talks about      its desire to mend fences with the rest of the world,      particularly the Muslim world. Making Mr. Gonzales the      nation's chief law enforcement officer would set this effort      back substantially.       Other parts of Mr. Gonzales's record are also troubling. As      counsel to George Bush when he was governor of Texas, Mr.      Gonzales did a shockingly poor job of laying out the legal      issues raised by the clemency petitions from prisoners on      death row. And questions have been raised about Mr.      Gonzales's account of how he got his boss out of jury duty in      1996, which allowed Mr. Bush to avoid stating publicly that      he had been convicted of drunken driving.       Senate Democrats, who are trying to define their role after      the setbacks of the 2004 election, should stand on principle      and hold out for a more suitable attorney general.      Republicans also have reason to oppose this nomination. At      the confirmation hearings, Senator Lindsey Graham, Republican      of South Carolina, warned that the administration's flawed      legal policies and mistreatment of detainees had hurt the      country's standing and ``dramatically undermined'' the war on      terror. Given the stakes in that war, senators of both      parties should want an attorney general who does not come      with this nominee's substantial shortcomings.",,
Hunter,108,1,1,200,2004-05-19,0.02,133fbc4cdcccd59ae0153f873badd307,0.47,Duncan,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2005,CALIFORNIA,0.18849487894503225,"Beyond that, Mr. Chairman, we have had enormous publicity the last number of days about the mess at Abu Ghraib. I estimated we have probably devoted as much media attention to that mess involving now, as identified, some seven personnel, as we did to the Normandy invasion, and that is an imbalance. It is time to refocus.",0,
Leahy,110,0,1,100,2008-07-29,-0.15,464bf5e18650426774ebb11f4d43254d,-0.375,Patrick,FREE FLOW OF INFORMATION ACT OF 2007--MOTION TO PROCEED--Resumed,VERMONT,0.27903377226445264,"Do you think even with all of the hearings I and others have held we would have found out how law enforcement was manipulated and thwarted by this administration in the selection and manipulation of U.S. attorneys? We found out about it first and foremost by the press, and then through witness testimony in hearings, and now by the Justice Department's Inspector General who had the willingness to stand up and point to the wrongdoing of this administration. And then there was Abu Ghraib--how did we find out about that? We learned about it in the press, not because the administration was willing to say: Look at this terrible thing we have done.",1,
Mica,109,1,1,200,2005-06-21,0.137,6fddaef04ca5151731d8466a35076ac8,0.453,John,"PROVIDING FOR CONSIDERATION OF H.R. 2475, INTELLIGENCE AUTHORIZATION 
                        ACT FOR FISCAL YEAR 2006",FLORIDA,0.082515996084141549,"One gentleman told us how he was taken from Abu Ghraib Prison; well, he described not only the beheadings, but the limb amputations, the pulling out of tongues, the electrical shocks. How dare anyone from the House or the other body compare the treatment our troops afforded this scum of the earth?",0,
Pence,108,1,1,200,2003-03-06,0.088,326fbb7465b3714b2eaa329dc613518f,0.655,Mike,"{time}  1530
                      HUMAN RIGHTS ABUSES IN IRAQ",INDIANA,1.3417944865488458,"Let me tell the story about a family, and I think we have a picture of a wonderful family in Baghdad. This photograph taken on the streets of Baghdad on January 7, 2003. A father, maybe a grandfather, with his arm around what looks to be about an 11- or 12-year-old boy and a daughter in a shawl, and it is a warm family photograph. Let me read the story of a family arrested in late 2000, not long ago. They were taken to two separate interrogation centers in Iraq within Republican Guard facilities located along the road to Abu Ghraib, according to a report published by the United Kingdom.",0,
Schiff,108,0,1,100,2004-05-06,-0.129,da0c2cd40b74a1e67e03d8680874e80a,-0.346,Adam,CONDEMNING TREATMENT OF IRAQI DETAINEES,CALIFORNIA,0.070589395336108349,"Our campaign against terror has also been weakened. The war on terror and the war in Iraq are ultimately wars of ideas. The idea of a civil society under the rule of law, respective of human rights and individual liberties is at war with the idea of a closed society devoid of the right to speak as one chooses, without the free exercise of religion and propagated by indiscriminate and murderous violence against innocent men, women and children. The recent events at Abu Ghraib prison, a place identified with the barbarity of the Saddam Hussein regime, are a major setback in the war of ideas. A key element of this war has been our attempt to convince the Islamic world that America and the West are not out to humiliate and destroy Muslims. The damage to that effort is incalculable and the soldiers who committed these acts have betrayed the bravery, dignity and the sacrifice of their fellow troops.",1,
Granger,108,1,0,200,2004-06-22,0.282,116527c569a9bcecc769ac931f0a55ce,0.387,Kay,"PROVIDING FOR CONSIDERATION OF H.R. 4613, DEPARTMENT OF DEFENSE 
                        APPROPRIATIONS ACT, 2005",TEXAS,-0.32893143149343512,"The last several months have been very difficult for our military. First the actions of a few at Abu Ghraib prison, and then the barbaric murders of Nicholas Berg and Paul Johnson. They have reminded us of the true nature of our enemy and why we must win this war.",0,
Hatch,109,1,1,200,2005-02-01,-0.014,7582c77b33b0c0977598684f62b7ea46,0.383,Orrin,EXECUTIVE SESSION,UTAH,-0.35386763922540948,"It should be obvious enough that it does not need to be said, but I condemn the torturous acts that occurred at Abu Ghraib. The President condemns torture. My colleagues on both sides of the aisle condemn torture. Make no mistake about it, Judge Gonzales condemns torture. Judge Gonzales must have said that dozens of times before and after his hearing, both orally and in writing. He opposes torture, period. He could not have been clearer on this issue. To have his record distorted is hitting below the belt.",0,
Reyes,111,1,1,100,2010-02-25,0.304,ca4df7af6cab031abdfbddab6857d675,-0.321,Silvestre,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2010,TEXAS,-0.10910403305039496,"We cannot afford another Abu Ghraib, and the language in the manager's amendment simply reasserts these important provisions already codified in law, plain and simple.",1,
Frist,108,1,1,200,2004-05-21,-0.222,c7147aa0e4b5b958fe325a95dd6abf33,0.366,William,COMMENDING SECRETARY RUMSFELD,TENNESSEE,-0.45984652208630056,"These are difficult times for all Americans. The abuses at the Abu Ghraib prison continue to shock us--the photographs, the fact that such incidents, that we would have never thought possible, actually did occur. For some, the ugly behavior of a few made them question our overall mission in Iraq and fighting this war on terror. But while all this is going on we should not lose hope, we cannot lose hope, and we must not lose sight of that big picture.",0,
Spratt,109,0,1,100,2005-12-15,0.255,0294f3c0a851dbe53046ab3650943be9,-0.256,John,"APPOINTMENT OF CONFEREES ON H.R. 1815, NATIONAL DEFENSE AUTHORIZATION 
                        ACT FOR FISCAL YEAR 2006",SOUTH CAROLINA,-0.57630694685530415,"That's why the Washington Post's revelations about the CIA's clandestine detention facilities last month are so troubling. We all understand the difficult job our interrogators have in trying to pry useful intelligence from tough, hostile prisoners. We all believe that the vast majority of our interrogators perform their jobs admirably and within the rules, and the information they have obtained has served as the intelligence foundation of our War on Terror. But at a time when the wounds of Abu Ghraib have still not fully healed, fresh allegations of secrecy and questions about interrogation have the potential to reopen old issues of abuse that we have struggled for months to put to rest.",1,
Mica,109,1,1,200,2005-06-21,0.137,828b9b9a6b776ddb8ac8876f0e628113,0.453,John,"PROVIDING FOR CONSIDERATION OF H.R. 2475, INTELLIGENCE AUTHORIZATION 
                        ACT FOR FISCAL YEAR 2006",FLORIDA,0.082515996084141549,"Abu Ghraib, if I hear one more thing about that and the actions of our military folks; someone described ``horrific torture.'' I saw worse things at fraternity houses in college than what our troops were involved in. And to continue the harassment.",0,
Coleman,108,1,1,200,2004-05-10,-0.125,a5699bc8e908ad7564da20be4bfe50f4,0.185,Norm,CONDEMNING ABUSE OF IRAQI PRISONERS,MINNESOTA,-1.5882099219581396,"The acts that took place at Abu Ghraib prison were simply inexcusable. The violation of any Iraqi prisoner's human rights, dignity or life by any member of the American military--for whatever reason--defies not only international law, but basic human decency. These acts risk undermining the mission, and put at risk other American men and women working for freedom in Iraq.",0,
Murray,113,1,0,100,2014-12-09,-0.322,6c40c74f3c5fccb1f9095630ac50f794,-0.342,Patty,TRIBUTE TO COLONEL ROBERT J. McALEER,WASHINGTON,0.04183844679426816,"Colonel McAleer spent more than a decade overseas, including two tours each in Germany and Korea, and two 15-month tours in Iraq. As a lieutenant, he completed critical assignments in austere locations on the Demilitarized Zone in Korea. As a captain and major with the Army Special Operations Command, he participated in the detention of Bosnian war criminals, served as a fire support officer for twenty AC-130 gunship and similar missions in Kosovo, an operation to rescue American hostages in South America, and numerous exercises that served as blueprints for post-9/11 operations. In Iraq, as battalion operations officer and, later, Squadron Commander, he worked to secure dangerous areas in southwest Baghdad, Abu Ghraib, and then Diyala Province. His units were marked by their discipline, determination, purposeful operations, and focus on the needs of the civilian population. He led efforts in intelligence, governance, essential services, and reconciliation. As a colonel, serving as Chief of Future Operations for Combined Forces Command in Korea, he synchronized the U.S. and South Korean response to North Korea's artillery shelling of Yong Pyong Island, the death of Kim Jong Il, and a North Korean ballistic missile launch. He led major joint and international planning efforts on the Korean Peninsula to prepare military forces and governments for contingencies, especially in the areas of rear area logistics, noncombatant evacuation, and countering and preventing the use of weapons of mass destruction.",1,
Kaptur,109,0,0,100,2005-05-10,0.123,b015cf127285d3813d7cd3dd4453b3fc,-0.351,Marcy,ABU GHRAIB SCANDAL: WHERE DOES THE BUCK STOP?,OHIO,0.10652808101340909,"The Philadelphia Inquirer correctly editorialized ``no one at the top--not military officers, certainly not Pentagon civilians--is blamed for wrongdoing. Never mind that a climate was fostered from the top down that tolerated, even encouraged, the abuse at Abu Ghraib.''",1,
Leahy,108,0,1,100,2004-05-05,-0.15,c32f12b85d551a70480b7c56a35d0e29,-0.375,Patrick,JUMPSTART OUR BUSINESS STRENGTH (JOBS) ACT,VERMONT,0.27903377226445264,"The mistreatment of prisoners by the U.S. military in Iraq was not limited to the crimes that have come to light at the Abu Ghraib prison. Rather, there was, in the words of the U.S. Army's own inquiry, a ``systemic and illegal abuse of detainees.''",1,
,108,0,,,2004-06-01,,8774ab4c44f97ce97954905ae1ace12c,,,CONGRESS NEEDS TO FULFILL ITS RESPONSIBILITIES,,,"They are finding out there are ghost detainees, that the CIA has ghost detainees, as the individuals were called by the 800th MP Brigade; and they were routinely held by the soldier guards at Abu Ghraib without accounting for them, knowing their identities, or even the reason for their detention. These phantom captives were moved around within the facility to hide them from the Red Cross teams, a tactic which is deceptive and which is contrary to Army doctrine and in violation of international law. Are we aware of that? The world is aware of that. The Arab states are aware of that, and we have not clarified and done anything to provide a sunshine on this tragedy.",,
,108,0,,,2004-09-10,,ea2bc9e9f44b645a64f43e2b5aa47889,,,THE ADMINISTRATION'S INCOMPETENCE ON IRAQ,,,"This administration has had its chance--and it failed the basic test of competence. If failed to deploy adequate forces in Iraq to win the peace. It failed at Abu Ghraib. It failed in granting sweetheart deals to Halliburton. It has failed the loss of confidence test, the basic test of Presidential leadership.",,
Leahy,108,0,1,100,2004-10-01,-0.15,e2a547ae8761b50e7427a20e3ac71a42,-0.375,Patrick,ABUSE OF FOREIGN DETAINEES,VERMONT,0.27903377226445264,"The investigations completed thus far provide additional insight into how the prison abuses occurred, but their narrow mandates prevented them from addressing critical issues. The reports by the Army Inspector General, Maj. Gen. George Fay, and Lt. Gen. Anthony Jones all suffered from structural limitations. The Army IG report was designed as ``a functional analysis'' of operations, not an investigation into any specific incidents. The Fay and Jones reports, tasked with reviewing the role of military intelligence at Abu Ghraib, were limited in scope to the military itself despite acknowledging that relationships between military intelligence, military police, and outside agencies were significant to the breakdown in order. Overall, these investigations collectively suffered from a lack of scope and authority, leaving key inquiries into issues like contractor abuses and ``ghost detainees'' unexplored.",1,
Harman,109,0,0,100,2005-01-04,-0.12,6c7db875b064168fe80d01d302228988,-0.262,Jane,RULES OF THE HOUSE,CALIFORNIA,-0.53318052404254324,"Without proper oversight as a backstop, problems in the executive branch can spin out of control. Members are learning about problems for the first time through the newspapers, not as a result of tough oversight hearings. This kind of lax or nonexistent oversight contributes to situations like we saw in Abu Ghraib prison. Now we have learned about secret, permanent detention facilities in the United States where possible terrorists are held indefinitely, without any legal status.",1,
Tiahrt,108,1,1,200,2004-05-10,0.341,803a4636c925cfa96f27ca389226930f,0.449,Todd,DEPLORING ABUSE OF PERSONS IN UNITED STATES CUSTODY IN IRAQ,KANSAS,0.057579788352167184,"Mr. Speaker, Like all Americans, I am appalled and saddened at the recent reports and pictures out of Abu Ghraib prison in Iraq which show inexcusable treatment of Iraqi prisoners by a handful of American soldiers.",0,
,109,0,,,2005-02-03,,379fd82c382583c36074f26f940418ff,,,EXECUTIVE SESSION,,,"Clearly, there was a change in signals from the top about the treatment and interrogation of captured adversaries. This, combined with the failure of ``national policies'' to provide specific guidance on ``humane'' treatment, helped produce a more lawless environment which contributed to the mistreatment of enemy prisoners at Abu Ghraib and elsewhere.",,
Olver,108,0,1,100,2004-05-06,-0.207,e3767538380f1ff54f6d949e9a7a0892,-0.577,John,DEPLORING ABUSE OF PERSONS IN UNITED STATES CUSTODY IN IRAQ,MASSACHUSETTS,1.7309566736274009,"First, Secretary of Defense Rumsfeld must resign. The events at Abu Ghraib prison were the inevitable result of the Secretary's policy of ignoring the Geneva Accords that govern the rights of prisoners. Despite overwhelming criticism at home and around the world, Secretary Rumsfeld insisted that the United States will no longer by bound by the Geneva Convention and decades of previous practice by the U.S. military in its handling of detainees in foreign countries will be ignored. the Secretary's insistence on handling prisoners in secret and outside the law has led to an unaccountable regime in which prisoners in both Iraq and Afghanistan have been humiliated, beaten, tortured, sexually abused and killed.",1,
Leahy,108,0,1,100,2004-12-07,-0.15,d0c8b6ac29ed1ed3aed29e17975e799c,-0.375,Patrick,NOMINATION OF ALBERTO GONZALES TO BE ATTORNEY GENERAL,VERMONT,0.27903377226445264,"The Bush administration circled the wagons long ago. It has continually maintained that the abuses were simply the work of a few bad apples. But we know that the photos from Abu Ghraib do not depict an isolated incident. Abuses have occurred in many locations, including Afghanistan, Guantanamo Bay, and in a number of other facilities within Iraq.",1,
Moran,109,0,1,100,2005-11-03,-0.203,dde0251d3d7ea2588a96ce2e53de4dcc,-0.302,James,"SUPPORT FOR INSTRUCTING CONFEREES ON THE FY2006 DEFENSE APPROPRIATIONS 
                                  BILL",VIRGINIA,-0.24567103862413775,"The abuses at Abu Ghraib and Guatanamo stained the honor of our country and our military. I know that most of our constituents want to amend these wrongdoings. In order to do this, and to help protect the treatment of American soldiers who may be held as prisoners of war, we must give our troops clear instructions on acceptable treatment during detainment and interrogation, without equivocation.",1,
Reyes,109,0,1,100,2006-06-15,0.304,df74205b3852570298b70c201402801e,-0.321,Silvestre,ALLOCATING CONTROL OF TIME ON H. RES. 861,TEXAS,-0.10910403305039496,"At the same time, while most of our men and women have served honorably and bravely, the unsustainable pace of our operations combined with an overstressed force has led to major problems. It led us on the road to Abu Ghraib and to some of the most heinous allegations lodged against our American troops in history.",1,
Feinstein,111,0,0,100,2009-01-06,-0.188,89cbc56ad3f7553b1ac1dffd9a1cbeaa,-0.263,Dianne,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,CALIFORNIA,-0.52599278690708318,"The need to close Guantanamo is clear. Along with the abuses at Abu Ghraib, Guantanamo has been decried as American hypocrisy and cruelty throughout the world. They have given aid in recruiting to our enemies, and have been named by Navy General Counsel Alberto Mora as the leading causes of death to U.S. troops in Iraq.",1,
McDermott,108,0,1,100,2004-06-02,-0.197,eb02667948c3fe551ad42694b13b3637,-0.666,Jim,REASONS WHY ADMINISTRATION HAS TO GO,WASHINGTON,2.370665278683354,``The world should have expected the shocking photographs of Iraqi prisoners being tortured at the Abu Ghraib prison.'',1,
Bennett,108,1,1,200,2004-05-19,-0.11,dba27864c45a19fc3f1623ddc5168787,0.331,Robert,PENTAGON RESPONSE TO IRAQI PRISONER ABUSE,UTAH,-0.67803833974107586,"Two days after that, BG Janis Karpinski, who was the commander at Abu Ghraib prison, was admonished and suspended from her command. She was relieved just 2 days after this reached the attention of Central Command.",0,
Leahy,109,0,1,100,2006-09-27,-0.15,e6b14a8ab64773e6dd2439c6fe8f3b1f,-0.375,Patrick,MILITARY COMMISSIONS ACT OF 2006,VERMONT,0.27903377226445264,"The President said on May 5, 2004 about prisoner mistreatment at Abu Ghraib: ``I view those practices as abhorrent.'' He continued: ``But in a democracy, as well, those mistakes will be investigated, and people will be brought to justice.'' The Republican leader of the Senate said on the same day: ``I rise to express my shock and condemnation of these despicable acts. The persons who carried them must face justice.''",1,
Lautenberg,108,0,1,100,2004-09-22,-0.579,16af5b783d09463b81db949dd1ed0e43,-0.382,Frank,EXECUTIVE SESSION,NEW JERSEY,0.32934793221267367,"Quite a commentary about what Mr. Goss thinks of our Government. First of all, the abuse of prisoners at Abu Ghraib--he thinks the Senate is a circus in hearings, and then he describes this place as a big circus tent. Is that what he thinks of us? I hardly think that is the kind of person who ought to be taking this serious job.",1,
Durbin,108,0,1,100,2004-05-06,-0.39,4845fecb0f233b3d3bfe47a69e5784f3,-0.366,Richard,DEMOLISHING ABU GHRAIB PRISON,ILLINOIS,0.21434413804531133,"We are going to be asked by the world: If Abu Ghraib was a scandal, how are you treating the other detainees and the other prisoners who are involved as well?",1,
Farr,109,0,1,100,2005-05-25,-0.219,c0effc52a6d966c03d7089910f4b7216,-0.455,Sam,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2006,CALIFORNIA,0.85405274310126411,"Several major incidents last year brought to light the problems and dangers inherent in the federal government's use of security contractors, including the Abu Ghraib scandal and the brutal murder of four Blackwater contractors in Fallujah.",1,
Waxman,108,0,1,100,2004-05-19,-0.343,30aba5af864187feeaf0f495b9d6a807,-0.473,Henry,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2005,CALIFORNIA,0.9834320115395464,"Mr. Chairman, I agree that the appalling abuse and torture of Iraqi detainees by U.S. military personnel at the Abu Ghraib Prison is completely unacceptable. Congress should condemn this illegal and inhumane misconduct in the strongest possible terms. But condemnation alone is not enough. Congress also has the responsibility to fully investigate this terrible episode.",1,
Waxman,108,0,1,100,2004-05-20,-0.343,f9c57cf34efcb97b138f29d08662bda2,-0.473,Henry,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2005,CALIFORNIA,0.9834320115395464,"One of the reasons events are not going well in Iraq is that there has not been enough accountability and oversight by this House. No one was held accountable for the Administration's false claim that Iraq attempted to obtain uranium from Niger or misleading claims about Iraq's alleged weapons of mass destruction. While we all agree that the abuse and torture of Iraqi detainees at the Abu Ghraib prison is completely unacceptable and universally condemn this illegal and inhumane misconduct, the House has yet to fully investigate this terrible episode.",1,
Conyers,108,0,1,100,2004-05-19,-0.465,f596a16c7f3afdc048027ff880de17b0,-0.66,John,CALLING FOR RESIGNATION OF SECRETARY RUMSFELD,MICHIGAN,2.3275388558705932,"Mr. Speaker, I regret to come here this morning to again call for the resignation of the Secretary of Defense, Donald Rumsfeld. The pictures, the videos that continue of our troops humiliating prisoners in Abu Ghraib and the acts of retaliation by Iraqi militants, the graphic accounts of sexual and physical abuse that go on and on and on, this is not about the failure of some rogue elements in the military. Quite the contrary.",1,
Gingrey,108,1,1,200,2004-05-19,0.272,481234f7d9c5cdbba256c6c1ca7546d2,0.561,Phil,THE WAR ON TERRORISM,GEORGIA,0.75579360484744906,"You have got to fight fire with fire. These are bad guys. When you think of somebody in retaliation, as they might say, or retribution, because we had a few miscreants mistreating, horribly mistreating, and we do not condone that, in one cell block in Abu Ghraib prison in Baghdad, so, tit-for-tat, you chop off the head of a 26-year-old young man who is in Baghdad, who has a history of being compassionate and wanting to help people and do the right thing and maybe restore some communication networks in Iraq. That is what we are dealing with.",0,
Reid,109,0,1,100,2005-02-03,0.258,78443c11ff596399443ab475b9abf460,-0.276,Harry,EXECUTIVE SESSION,NEVADA,-0.43255220414610124,"After the scandal at Abu Ghraib and the recent allegations of abuse at Guantanamo, I expected at this hearing before the Judiciary Committee to hear Judge Gonzales discuss the error of the administration's policies and the legal advice he provided the President.",1,
Durbin,109,0,1,100,2006-09-27,-0.39,4f5d9510abe1070b01f9551050a2151c,-0.366,Richard,MILITARY COMMISSIONS ACT OF 2006,ILLINOIS,0.21434413804531133,"Now, fast forward to Abu Ghraib and to those awful, horrific photographs we saw of the treatment of prisoners in that jail. You will recall, as I do, one of our soldiers holding on a leash a dog that was growling at one of the prisoners. That soldier is in jail today for using that dog and using that technique. The person who wrote the memo suggesting the use of dogs as an interrogation technique is not only facing no questioning, but the administration is proposing he be given a lifetime appointment to the second highest court in the land.",1,
Holt,109,0,1,100,2005-01-04,-0.33,d775741f5395bf2bbaceda3697492596,-0.463,Rush,"INTRODUCTION OF BILL TO DETER ADDITIONAL ABUSES OF PRISONERS AND 
                DETAINEES IN THE GLOBAL WAR ON TERRORISM",NEW JERSEY,0.91155464018494525,"Last year, three reports that were compiled by U.S. Army officers and the bipartisan investigative commission appointed by U.S. Defense Secretary Rumsfeld documented in horrifying detail the egregious human rights abuses that occurred at Abu Ghraib Prison and other detention facilities under U.S. military control. Yet, the Congress failed to do our job, doggedly investigate how and why these abuses occurred, and put in place new safeguards for interrogations in U.S. military detention facilities and unfettered, independent investigations of prisoner treatment. As a result, more abuses have occurred.",1,
Dodd,110,0,1,100,2008-01-23,-0.317,94ac8acbc2d77134a9d1c5dd5f8b0b3c,-0.328,Christopher,FISA,CONNECTICUT,-0.058789873102173915,"Again, if this were the first instance and it went on for a few months, a year, these companies acquiescing to an administration's request, an administration that had made it its business to protect the basic liberties of Americans throughout its terms in office, I would not be standing here. I am not so rigid, so doctrinaire that I am unwilling to accept that at times of emergency such as in the wake of 9/11, you might have such a request being made by an administration--not that I think it is right, but it could happen. I would say if it did and a handful of companies for a few months or a year, even, complied with it and went forward, I wouldn't be happy about it, but I would understand it. But that is not what happened here. That is not what this administration has been involved in. From Guantanamo, from Abu Ghraib, from rendition, secret prisons, habeas corpus, torture, a scandal involving the Attorney General's Office, the U.S. attorneys offices around the country--how many examples do you need to have? How many do we have to learn about to finally understand that we have an administration regrettably that just doesn't seem to understand the importance of the rule of law, the basic rights and liberties of the American public?",1,
Woolsey,111,0,0,100,2009-01-13,-0.529,c81fcdfe1b7ea8f25ce9661dad8f2736,-0.556,Lynn,IT'S TIME TO GIVE DIPLOMACY A CHANCE,CALIFORNIA,1.5800141937827386,The use of torture has damaged it even more. Yesterday President Bush called the human rights abuses at Abu Ghraib a disappointment. But in recent weeks we have seen convincing evidence that Abu Ghraib was the result of deliberate administration policy. Talk about disappointment.,1,
Specter,109,0,1,100,2005-02-01,-0.627,f9f8000f8677490787dc755c509e00c0,0.068,Arlen,EXECUTIVE SESSION,PENNSYLVANIA,-2.90513377874439,"Contrary to the claims of his critics, Judge Gonzales also acknowledged that, based on his review of the relevant investigations, the responsibility for what happened at places like Abu Ghraib extends further up the chain than the culpable guards. The Senator from Massachusetts accuses Judge Gonzales and others in the administration of a ``continuing effort to pin the blame for the torture scandal on a few bad apples among our solders.'' In reality, however, Judge Gonzales testified:",1,
McGovern,109,0,1,100,2005-10-25,-0.338,199d9f373eac00b6990a64067ad69ad7,-0.534,James,TIME TO END THE WAR IN IRAQ,MASSACHUSETTS,1.4218839768026155,"The Bush administration has stubbornly refused to reassess the situation. They have refused to listen to the words of military and diplomatic leaders who have warned that a continuing U.S. presence in Iraq will not calm the violence or lead to a more stable Iraq. The U.S. presence in Iraq is now a major part of the problem. Al Qaeda is in Iraq today because we are there. The abuse and torture by U.S. forces of detainees at Abu Ghraib prison and the near 3-year occupation by U.S. troops have made us an unpopular force in Iraq even among those who originally supported the U.S. invasion. We have spent over $300 billion on the war with no end in sight. It is estimated that another 2 years of war will boost that amount to $1 trillion. Our military is stretched to the limit, with much of the burden falling on our Guard and Reserves.",1,
,109,0,,,2005-11-02,,c09cf042d979dff62c3a4de34a27cf9b,,,McCAIN AMENDMENT TO DEFENSE APPROPRIATIONS BILL,,,"Mr. Speaker, in the wake of the scrutiny and embarrassment that our Nation has endured following the treatment of detainees at Abu Ghraib and Guantanamo Bay, it is imperative that we proclaim to the rest of the world that this policy defined by this amendment does in fact reflect the law of the land and the conscience of our country. Providing our soldiers with clear written guidance on how to treat detainees not only protects their interests but underscores the freedoms and the values we cherish as Americans and that we claim to be the very reason we have gone to war in Iraq, Afghanistan, and other parts of the world.",,
Harkin,108,0,1,100,2004-09-29,-0.546,51cb279f8091f6ce737cbd38752b369d,-0.351,Thomas,NATIONAL INTELLIGENCE REFORM ACT OF 2004,IOWA,0.10652808101340909,"The Iraq invasion has set back, rather than advanced, the war on terrorism and al-Qaida. Osama bin Laden remains at large. Our Armed Forces are bogged down in Iraq with casualties rising above 8,000 and are not available to respond to real threats to the United States. In the wake of the Abu Ghraib prison scandals, our moral authority and credibility on the world stage are at rock bottom.",1,
Harkin,109,0,1,100,2006-09-06,-0.546,a6b94d3defa46701608522208c1d6410,-0.351,Thomas,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2007--Continued",IOWA,0.10652808101340909,He gave a green light to abusive practices that led to the scandal at Abu Ghraib prison.,1,
Skelton,108,0,1,100,2004-05-19,0.724,9ad050847c6ef42ebb61b11c37393350,-0.172,Ike,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2005,MISSOURI,-1.1800768662339562,"First, events of recent weeks, from open questions relating to the transition of sovereignty, to real questions about the role of private military contractors providing security services, to the disturbing events at Abu Ghraib prison highlight the Congress's need to get better information and to take our oversight role more seriously. These are issues critical to our country's security and to our role in the world. This bill makes some steps in those directions.",1,
