relevant,restraining,CATEGORICAL_SENTIMENT_DISCLOSURE,k_relevant,CATEGORICAL_SENTIMENT_JOBS,house,sex,CATEGORY_FOREIGNPOLICY,days_since_strike,last_name,CATEGORICAL_SENTIMENT_REFERENCE,CATEGORICAL_SENTIMENT_FOREIGNUSE,seniority,CATEGORY_PTSD,dim_2,id,dim_1,first_name,CATEGORY_DISCLOSURE,k_sentiment,icpsr,title,CATEGORICAL_SENTIMENT_FOREIGNPOLICY,general_sentiment,CATEGORICAL_SENTIMENT_PTSD,state,106_seniority,CATEGORICAL_SENTIMENT_INTERNATIONAL-LEGALITY,statement,CATEGORICAL_SENTIMENT_FINANCE,party,CATEGORY_REFERENCE,filibuster,CATEGORY_INTERNATIONAL-LEGALITY,CATEGORICAL_SENTIMENT_DOMESTIC-LEGALITY,CATEGORY_HUMANITARIAN,congress,days_until_term_ends,loyalty,CATEGORY_JOBS,CATEGORY_DOMESTIC-LEGALITY,date,state_code,dronebase,categories,CATEGORY_FOREIGNUSE,CATEGORY_TECHNOLOGY,CATEGORY_FINANCE,periphery,CATEGORICAL_SENTIMENT_TECHNOLOGY,CATEGORICAL_SENTIMENT_HUMANITARIAN,k_restraining,strike_recently,votes,unsigned_periphery
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,7d4f19f01f6c94409c156cd7395da331,0.866,Rand,0,-1,41104,BRENNAN NOMINATION,,,,KENTUCK,2,,"As we move forward with this nominating process, I have decided to occupy as much time as I can on the floor to bring attention to this issue. Ultimately, I cannot win. There are not enough votes. There would be if there was truly an uprising of bipartisan support that would come to the floor and say: It is not about John Brennan. It is about a constitutional principle and we are willing to delay this until the President can explicitly say noncombatants in America will not be killed with drone strikes. I think that is pretty easy to answer, but it has been like pulling teeth.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,23d1af78c94372d8b43e6b47f6526af4,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"If you do not have that certainty of the law, it is a problem. So what we are talking about today is more certainty of your liberty from unfair prosecution or unfair arrest or unfair death, ultimately, from a drone, which takes consistency of law, which takes that the Constitution will be adhered to and will be adhered to consistently and not in an arbitrary fashion. So it is important not only for your civil liberties, it is also important for your private property as well to have a rule of law.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
0,0,,1,,0,1,0,2,CRUZ,,,1,0,-0.196,ba1c894ad2404a230f27edc551039b18,0.858,Ted,0,-1,41304,"MAKING CONTINUING APPROPRIATIONS FOR FISCAL YEAR 2014--MOTION TO 
  PROCEED--Continued",,,,TEXAS,1,,"I remember early on--Madam President, you and I are relatively new in this body. We have been here 9 months. I remember early on standing at this very desk along with my friend Senator Rand Paul in his historic 13-hour filibuster on drones. I remember when Senator Paul began that filibuster, many Members of this body viewed what he was doing as curious, if not quixotic, as a strange issue that most Members of this body, frankly, were not concerned about. We saw something incredible happen during that time, which is the American people got engaged, got involved, began speaking out, and it transformed the debate. As a result of the American people's involvement, it transformed the debate.",,0,0,0,0,,0,113,1927,0,0,0,9/24/13,49,2,{},0,0,0,2.6073070289465434,,,1,1,510,2.6073070289465434
0,0,,1,,1,1,0,9,PERLMUTTER,,,4,0,0.185,a35c6498cdbbdea25964d05d26bfb439,-0.303,Ed,0,1,20705,CAPTAIN KYNNIE MARTIN,,,,COLORAD,4,,"Mr. Speaker, I rise today to recognize and honor Captain Kynnie Martin for her service to our country. Captain Martin served in the United States Army from December 2002 to December 2010. She was assigned to the 3rd Infantry Division Artillery at Ft. Stewart, Georgia, as the Assistant Intelligence Officer. She was subsequently deployed in support of Iraqi Freedom as the 3rd Infantry Division's first Shadow Tactical Unmanned Aerial Vehicle Company Executive Officer and Platoon Leader, Camp Taji, Iraq, and as Battalion Intelligence Officer for 703rd Forward Support Battalion, 4th Brigade. Captain Martin continues her work on behalf of veterans in her civilian career as Senior Recruiter for Veterans and Diversity for Xcel Energy and as Treasurer on the Board of Directors for Women Veterans of Colorado. Through her courageous service, Captain Martin charted the path for future generations of women to serve in the military. I extend my deepest appreciation to Captain Kynnie Martin for her dedication, integrity and outstanding service to the United States of America.",,1,0,0,0,,0,113,227,1,0,0,5/21/14,62,1,{},0,0,0,-0.23848330148867761,,,0,0,967,0.23848330148867761
1,0,,0,,0,0,0,,SNOWE,,,12,0,-0.548,eab8cd16591eb02ecd79125f6d555a95,0.091,Olympia,0,,14661,"CONFERENCE REPORT ACCOMPANYING THE NATIONAL DEFENSE AUTHORIZATION ACT 
  FOR FISCAL YEAR 2002--Continued",,1,,MAINE,2,,"Secondly, the bill reaffirms Congress' commitment to the war against terrorism by meeting the funding requirements needed to support our Soldiers, Marines, Sailors, and Airmen that are on the front lines with the planes, vehicles, ships, and armament they need to carry out their missions. Whether providing over $30 million to improve field living conditions for the ground troops, augmenting the Army, Navy, and Air Force budgets by over $560 million for unmanned aerial vehicles, or increasing funding for F-15 and F-16 engine conversions, this bill supports the diverse missions our armed forces are accomplishing to meet the national military strategy.",1,0,0,0,0,,0,107,1847,1,0,0,12/13/01,2,0,{u'FINANCE': 1},0,0,1,-2.1742108036595367,,,,1,457,2.1742108036595367
1,0,,0,,,,0,514,,,-1,,0,,a5f6f834e73ca97de39ad432ed3b8a07,,,0,0,,THE 9/11 COMMISSION,,,,,,,President Bush: ``We've also discovered through intelligence that Iraq has a growing fleet of manned and unmanned aerial vehicles that could be used to disperse chemical or biological weapons across broad areas. We are concerned that Iraq is exploring ways of using these UAVs for missions targeting the United States.'',,,0,0,0,,0,108,,0,0,0,3/31/04,,,{u'FOREIGNUSE': -1},1,0,0,,,,,0,,
1,1,,0,,0,1,0,,MURKOWSKI,-1,,11,0,-0.275,5fe0312189d41aec5dd53d0536e6f4dd,0.346,Frank,0,,14907,ENERGY POLICY,,-1,,ALASKA,2,,"What are we doing today? We are importing somewhere between 700,000 and a million barrels of oil from Iraq, from our friend Saddam Hussein. What do we do with that oil? We enforce an aerial blockade to a large degree because we fly our planes over enforcing the no-fly zone. It might be compared to a blockade at sea, only this is one in the air. We are putting in danger our men and women as they enforce this. They take out targets, radar targets, from time to time. He attempts to shoot us down. He shot down a couple of drones. He has almost shot down one of our interceptor aircraft. As a consequence, as we continue this policy, our vulnerability is evident.",,0,1,0,0,,0,107,414,1,0,0,10/31/01,81,0,{u'REFERENCE': -1},0,0,0,-0.5845275607461724,,,,1,420,0.5845275607461724
1,0,,0,,0,0,0,,SNOWE,1,,12,0,-0.548,6a428c6f505ffacc515d5a1a20308fff,0.091,Olympia,0,,14661,"AWARD OF THE DISTINGUISHED FLYING CROSS TO FORMER SENATOR WILLIAM D. 
  HATHAWAY",,1,,MAINE,2,,"On the morning of June 24, 1944, while stationed near San Pancrazio, Italy, Lieutenant Hathaway and other members of the 514th Flying Squadron were deployed to Romania, where a battle for control of the Ploesti oil fields was raging with the Germans. Early that morning, Lieutenant Hathaway's squadron took off from their air station, located near the heel of Italy's boot, and crossed the Adriatic toward Bucharest, and the nearby oil fields. Future Senator Bill Hathaway was situated as a navigator as his B-17 aircraft droned toward its target.",,0,1,0,0,,0,107,1653,1,0,0,6/25/02,2,0,{u'REFERENCE': 1},0,0,0,-2.1742108036595367,,,,1,457,2.1742108036595367
0,0,,1,,0,1,0,27,GRAHAM,,,10,0,-0.161,307ebc0a5f74d71af79b1c8b5a17c4ec,0.409,Lindsey,0,1,29566,EXECUTIVE SESSION,,,,SOUTH C,8,,"As much as I disagree with President Obama, as much as I support past Presidents, I do not believe that question deserves an answer because, as Senator McCain said, this President is not going to use a drone against a noncombatant sitting in a cafe anywhere in the United States, nor will future Presidents because if they do, they will have committed an act of murder. Noncombatants, under the law of war, are protected, not subject to being killed randomly.",,0,0,0,0,,0,113,667,0,0,0,3/7/13,48,0,{},0,0,0,-0.19178228896757646,,,0,0,513,0.19178228896757646
0,0,,1,,,1,0,2,Risch,,,,0,,7faf05173b52041b96f19db68ca6926b,,James,0,1,,"RECOGNIZING xCRAFT ENTERPRISES, LLC",,,,IDAHO,,,"Today xCraft offers seven drones of varying sizes and capabilities. There is no telling what their next innovation will be, but I know it will be another great contribution to their industry and the many others that depend upon it. It is my honor to recognize JD, Charles, and all of the employees at xCraft Enterprises, LLC in Coeur d'Alene. Thank you for your commitment to innovation and for carrying on the entrepreneurial spirit that is so valued in our great State of Idaho. I look forward to following your continued growth and success.",,0,0,0,0,,0,115,1432,1,0,0,2/1/17,,0,{},0,0,0,,,,0,1,,
1,0,,0,,1,0,0,50,SCHWARTZ,0,,2,0,-0.008,33be740f62e8157216a66d8d71d625f2,-0.343,Allyson,0,,20525,SENSE OF HOUSE REGARDING REPUBLIC OF GEORGIA,,0,,PENNSYL,2,,"On April 16, 2008, the Russian Government declared that it would establish legal and official ties with Abkhazia and South Ossetia. This is nothing more than a thinly veiled attempt by Russia to extend these regions, which are part of the sovereign nation of Georgia. This action was denounced by the international community, including the European Union and the North Atlantic Treaty Organization, better known as NATO to all of us. Nonetheless, Russia remained unfazed by international opinion and further escalated tensions in the region just 4 days later by shooting down a Georgian unmanned aerial drone over Georgian territory.",,1,1,0,0,,0,110,243,0,0,0,5/5/08,14,1,{u'REFERENCE': 0},0,0,0,0.049026183929728309,,,,0,1374,0.049026183929728309
0,0,,1,,0,1,0,27,ENZI,,,9,0,0.228,ab9c5400565dd9bb11c3f830faa11624,0.541,Michael,0,-1,49706,EXECUTIVE SESSION,,,,WYOMING,8,,"The first response Senator Paul got back was everything short of a straightforward answer. This administration did not rule out the possibility of using drones against Americans on U.S. soil. This is particularly problematic, because our Constitution does not say the fifth amendment applies when the President or Attorney General thinks it applies. But it raises the concern about the willingness of the White House to act transparently.",,0,0,0,0,,0,113,667,0,0,0,3/7/13,68,0,{},0,0,0,0.63111256618757716,,,1,0,548,0.63111256618757716
1,0,,0,,1,0,0,339,WATERS,-1,,7,0,-0.076,9a65655e3205ea1024643063c83f9c04,-0.663,Maxine,0,,29106,LACK OF CREDIBILITY IN THIS ADMINISTRATION,,,,CALIFOR,3,,"Every American now knows that there are no weapons of mass destruction, that this administration claimed they knew about, had identified and could document in Iraq. They even claimed that they had the drones that do surveillance that were capable of carrying weapons of mass destruction. That has been debunked. That is not true. They also claimed and there were weeks of stories in the paper about the President's claim that Saddam Hussein had attempted to purchase yellow cake, or uranium, from Niger. That has been found not to be true.",,1,1,0,0,,0,108,453,0,0,0,10/8/03,71,2,{u'REFERENCE': -1},0,0,0,2.3491020672769736,,,,0,790,2.3491020672769736
0,0,,1,,0,1,0,255,DORGAN,,,12,0,0.09,517f86e141ac706cbeec25742959a6d2,-0.267,Byron,0,0,14812,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2004",,,,NORTH D,3,,The Predator is low tech. The Global Hawk does the same at multiples of altitude. The Global Hawk is also an unmanned aerial vehicle that has been used extensively in both theaters.,,1,0,0,0,,0,108,537,0,0,0,7/16/03,36,2,{},0,0,0,-0.49724183836524255,,,,0,515,0.49724183836524255
0,0,,1,,0,1,0,0,INOUYE,,,27,0,0.062,4ebeed2c6ab634aaa8c5d72364a0fae9,-0.319,Daniel,0,1,4812,"FULL-YEAR CONTINUING APPROPRIATIONS ACT, 2011",,,,HAWAII,7,,"Support for critical intelligence, surveillance, and reconnaissance, ISR, initiatives, including procurement of 48 Reaper unmanned aerial vehicles and more than $2.5 billion of ISR programs identified by the Secretary of Defense as high priority for troops overseas;",,1,0,0,0,,0,112,649,1,0,0,3/9/11,82,1,{},0,0,0,-0.12347950732131524,,,0,1,363,0.12347950732131524
0,0,,1,,0,1,0,3,CARPER,,,12,0,-0.222,44c75048b18af282348da575a03c0cc8,-0.174,Thomas,0,0,15015,"BORDER SECURITY, ECONOMIC OPPORTUNITY, AND IMMIGRATION MODERNIZATION 
  ACT",,,,DELAWAR,7,,"Old technology. The drone is pretty new. This is old technology. Blimps and dirigibles have been around forever. Some of you may recall seeing a video of blimps such as this from Kabul, Afghanistan. I talked on the phone this week with a fellow who is now Ambassador to Mexico. His name is Tony Wayne. He used to be the No. 2 guy in our Embassy in Afghanistan.",,1,0,0,0,,0,113,2031,1,0,0,6/12/13,11,0,{},0,0,0,-1.1657013919630359,,,,1,551,1.1657013919630359
0,0,,1,,0,1,0,25,RUBIO,,,2,0,-0.236,ffa5d2051c58fc46a0fd021aeb135742,0.577,Marco,0,-1,41102,THE IRS,,,,FLORIDA,2,,"It is kind of reminiscent of when Attorney General Holder would not answer Senator Paul's question about whether American citizens could be targeted in the homeland with a drone. That led--we all remember what it led to. It is a very simple and straightforward question. I would encourage the White House and the President to echo what Jay Carney said just a couple days ago, which is no one in the White House knew anything about it. I think it is important for the President to answer that clearly; again, not because I am implying he did know, because I think if they leave that out there, it creates questions that should not be created. I hope they will do that. It is important.",,0,0,0,0,,0,113,1328,0,0,0,5/16/13,43,1,{},0,0,0,0.85553843577534583,,,1,0,524,0.85553843577534583
1,0,,,,0,1,0,,WARNER,,-1,12,0,-0.131,dceb1568c08f832d6aaf136238c7a583,0.262,John,0,,14712,"AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ--
  Resumed",,,,VIRGINI,2,,"In 1995, after several years of deceit by the Iraqi regime, the head of Iraq's military industries defected. It was then that the regime was forced to admit that it had produced more than 30,000 liters of anthrax and other deadly biological agents. The inspectors, however, concluded that Iraq had likely produced two to four times that amount. This is a massive stockpile of biological weapons that has never been accounted for, and is capable of killing millions . . . Alliances with terrorists could allow the Iraqi regime to attack America without leaving any fingerprints . . . We've also discovered through intelligence that Iraq has a growing fleet of manned and unmanned aerial vehicles that could be used to disperse chemical and biological weapons across broad areas. We are concerned that Iraq is exploring",,0,0,0,0,,0,107,87,1,0,0,10/8/02,40,1,{u'FOREIGNUSE': -1},1,0,0,-1.1081879231176333,,,,1,450,1.1081879231176333
1,1,,0,,1,1,0,10,STEWART,-1,,1,0,0.225,75a60121cc5f232b3ed53d8230882178,0.517,Chris,0,,21367,ISRAEL'S RIGHT TO PROTECT ITSELF,,-1,,UTAH,1,,"Since the latest round of unprovoked rocket barrages were launched on July 6 by Hamas, Israeli citizens have lived under a relentless rocket attack, mortar fire, even attack from Hamas drone aircraft and a foiled sea raid.",,0,1,0,0,,0,113,158,0,0,0,7/29/14,67,1,{u'REFERENCE': -1},0,0,0,0.48149531979573101,,,,0,999,0.48149531979573101
0,0,,1,,0,1,0,2,CRUZ,,,2,0,-0.196,3e22135fc5dd52565946228e1f6dfad5,0.858,Ted,0,-1,41304,ENSURING TAX EXEMPT ORGANIZATIONS THE RIGHT TO APPEAL ACT,,,,TEXAS,2,,"I will note standing here with the Senator from Kentucky and with the Senator from Utah at 11:40 p.m., I am reminded of the movie ``The Blues Brothers'' saying: Jake, we have got to get the band back together again. I am reminded of previous evenings standing here with this same band of brothers in the wee hours of the morning. I will make a couple of final observations in this question. The first is, the very first time I ever spoke on the Senate floor, when I was a brand-new freshman Senator, was during the last time the Senator from Kentucky was filibustering. Senator Rand Paul was filibustering against the Obama administration's policy of uncontrolled drone strikes and the refusal of the Obama administration to acknowledge that the Constitution prohibits the Federal Government from using a drone to target a U.S. citizen with lethal force if that citizen does not pose an imminent threat on U.S. soil.",,0,0,0,0,,0,114,1324,0,0,0,5/20/15,49,2,{},0,0,0,2.6073070289465434,,,1,1,304,2.6073070289465434
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,b042fbe93f94feeff2a61ea4b113fe3e,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"One could argue that there is a Federal role for monitoring borders for national defense and other reasons, but now they are loaning them out to local law enforcement and law enforcement is also buying drones directly. So they have high-resolution cameras, heat sensors, and sophisticated radar on the Border Protection drones that can help track criminal activity in the United States just as the CIA uses predators and other drones to spy on militants in Pakistan, nuclear sites in Iran, and other targets around the globe.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,1,1,0,72,KUCINICH,0,,5,0,0.024,518f889497e368045fae0811e2d4f437,-0.582,Dennis,0,,29748,"WELCOMING HER MAJESTY'S CANADIAN SHIP ``TORONTO'' TO CLEVELAND, OH",,0,,OHIO,4,,"In 1999, the Toronto participated in Exercise El Morro Castle, a series of successful missile engagements against target drones and missiles, confirming the effectiveness of the ship's advanced missile defense system and crew's training. As part of the 2000 Search and Rescue operation at the site of the sinking M/V Leader L, the crew was involved in the rescue of 13 crew members in an accident in which 18 men perished. The following year, the Toronto responded to a distress call of a sinking fishing boat while conducting work-ups off the Nova Scotia coast and rescued three crew members in an accident that claimed one life. In 2001-02, the Toronto deployed in the eastern Mediterranean with NATO's Standing Naval Force Atlantic, and later to the northern Arabian Sea in international security operations. In 2003, the Toronto participated in Operation Splinter, aiding in the clean-up and restoration of Halifax following the devastation of Hurricane Juan. Last year, the Toronto returned to the Arabian Sea, the Gulf of Oman, and the Arabian Gulf as Canada's contribution to the global war on terrorism.",,1,1,0,0,,0,109,533,0,0,0,7/19/05,24,0,{u'REFERENCE': 0},0,0,0,1.7668953593047017,,,,0,883,1.7668953593047017
0,0,,1,,1,1,0,,GOSS,,,7,0,-0.394,1a6f38426c5f6c576dfb867baed5974f,0.421,Porter,0,1,15605,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2003,,,,FLORIDA,2,,"Other members of committee will highlight certain provisions of the bill, so I am not going through them. I will make the point, however, that certain lessons are involved in the getting back to the basics part of this. They include: That the way to gain the most vital information, plans and intentions of the enemy, what they are actually thinking of doing, is more often than not to be physically close to the target, that is the right way to do it, whether that is through the human agent assets or assets of other types, like technical assets or such things an unmanned aerial vehicles or manned aircraft, even.",,0,0,0,0,,0,107,163,1,0,0,7/24/02,43,1,{},0,0,0,-0.11697366577165337,,,0,1,670,0.11697366577165337
1,0,,0,,1,1,0,5,WESTERMAN,,,1,0,0.43,b94150e0e465cd2d30adee59a856e6ec,0.527,Bruce,0,,21563,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2017,,0,,ARKANSA,1,,"PAC-3 missiles are high-velocity interceptors that destroy incoming targets with direct body-to-body impact. This hit-to-kill impact produces a tremendous amount of energy that defeats tactical ballistic missiles carrying weapons of mass destruction and/or submunition payloads, cruise missiles, unmanned aerial vehicles and aircraft.",,0,0,0,0,,0,114,231,0,0,0,5/17/16,42,1,{u'TECHNOLOGY': 0},0,1,0,0.54383583912566691,0,,,1,1122,0.54383583912566691
1,0,,0,,,,0,125,,0,,,0,,b79351b001d25ba1743b5884c4c33244,,,0,,,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2007",,0,,,,,"The Secretary of Defense, Donald Rumsfeld recently wrote: ``Areas east of 86/41, which is the military mission line, commonly known as the mission line, are critical to DOD.'' He went on to say: ``In these areas east of the military mission line, drilling structures and associated development would be incompatible with military activities, such as missile flights, low-flying drone aircraft, and weapons testing and training.''",,,1,0,0,,0,109,,0,0,0,5/18/06,,,{u'REFERENCE': 0},0,0,0,,,,,0,,
1,0,,0,,,,0,24,,,0,,0,,8e03dd055f56d9bc38daaf453fa46237,,,0,,,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2008,,0,,,,,"What was worse--and what I was not told--was a major part of the intelligence community, the Air Force intelligence, disputed the unmanned aerial vehicles report. In fact, Air Force intelligence knew more about unmanned aerial vehicles than anybody else, and they said they were likely for reconnaissance purposes, not for offensive purposes.",,,0,0,0,,0,110,,0,0,0,7/13/07,,,{u'FOREIGNUSE': 0},1,0,0,,,,,0,,
0,0,,1,,,,0,27,,,,,0,,43e1d1f7f373006350c6c0dc9ea76b82,,,0,-1,,MEASURE READ THE FIRST TIME--S. 505,,,,,,,A bill (S. 505) to prohibit the use of drones to kill citizens of the United States within the United States.,,,0,0,0,,0,113,,0,0,0,3/7/13,,,{},0,0,0,,,,1,0,,
1,0,,0,,,,0,30,,,,,0,,d54e3f9f2fa5a1af9d0d311f05ff0155,,,0,,,IRAQ WAR RESOLUTION,,,,,,,"That is not all, Madam Speaker. The campaign to persuade Americans that Iraq posed a clear, present, and mortal danger to us included the false claims that Iraq possessed ballistic missiles with a likely range of hundreds of miles--far enough to strike Saudi Arabia, Israel, Turkey, and other nations. It was also falsely represented to Americans that Iraq had a growing fleet of manned and unmanned aerial vehicles that could be used to disperse chemical or biological weapons across broad areas and that Iraq was exploring ways of using unmanned aerial vehicles to target the United States.",,,0,0,0,,0,110,,0,0,0,2/15/07,,,{},0,0,0,,,,,0,,
0,0,,1,,1,1,0,5,BURGESS,,,6,0,-0.153,f1ee9458f06c1c317e162d5882aeedd1,0.565,Michael,0,1,20355,"TRANSPORTATION, HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2015",,,,TEXAS,6,,It does not affect surveillance. It does not affect weaponized drones being used outside the United States airspace in a war zone.,,0,0,0,0,,0,113,208,0,0,0,6/9/14,49,2,{},0,0,0,0.78072981257942276,,,0,1,1003,0.78072981257942276
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,5abca6ed45f13244cac311c5906d0e37,0.866,Rand,0,-1,41104,BRENNAN NOMINATION,,,,KENTUCK,2,,The only way this President would ever give us information is if we were to stop this nomination. I am not even saying stop it personally. My objection really is not so much to Brennan being in charge of the CIA as my objection is to the program and to the President not admitting that he can't do drone strikes in America.,,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
0,0,,1,,0,1,0,9,WYDEN,,,17,0,-0.441,4094d3cda16db8e5951fbe78b8f0844e,-0.313,Ron,0,-1,14871,BARRON NOMINATION,,,,OREGON,8,,"Madam President, it wasn't very long ago when the Senator from Kentucky and I were on the floor talking about drones, and I want to make sure it is understood that Senator Paul's passion, intellectual rigor, and devotion to these issues of liberty and security--which he and I have worked on together now for a number of years--is much appreciated.",,1,0,0,0,,0,113,958,1,0,0,5/21/14,72,1,{},0,0,0,-0.16660593013407612,,,1,0,552,0.16660593013407612
1,0,,0,,0,1,0,,ROCKEFELLER,,-1,9,0,0.177,ce7b959366c324b76e726e219ff2b9a4,-0.326,John,0,,14922,AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ,,,,WEST VI,2,,"Saddam has used chemical weapons before, both against Iraq's enemies and against his own people. He is working to develop delivery systems like missiles and unmanned aerial vehicles that could bring these deadly weapons against U.S. forces and U.S. facilities in the Middle East. He could make these weapons available to many terrorist groups, third parties, which have contact with his government. Those groups, in turn, could bring those weapons into the United States and unleash a devastating attack against our citizens. I fear that greatly.",,1,0,0,0,,0,107,85,0,0,0,10/10/02,56,1,{u'FOREIGNUSE': -1},1,0,0,-0.073165347373094214,,,,1,454,0.073165347373094214
1,0,,0,,,,0,8,,,,,0,,d26586aa99358d66f06875a3686f112a,,,0,,,DUNCAN HUNTER NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2009,,0,,,,,"(a) Increase.--The amount provided in section 201(1) for research, development, test, and evaluation, Army, is hereby increased by $193,000,000, of which-- (1) $101,000,000 shall be available for Future Combat Systems, MGV; and (2) $92,000,000 shall be available for Future Combat Systems, SoS Engineering. (b) Corresponding Offsets.--The amount in section 201(2) for research, development, test, and evaluation, Navy, is hereby reduced by $30,000,000, to be derived from PE 0305205N, line 198 Endurance Unmanned Aerial Vehicles, Broad Area Maritime Surveillance. The amount in section 421, military personnel, is hereby reduced by $138,000,000, to be derived from unobligated balances. The amount in section 1403, Defense Health Program, is hereby reduced by $25,000,000, to be derived from unobligated balances.",0,,0,0,0,,0,110,,0,0,0,5/22/08,,,{u'FINANCE': 0},0,0,1,,,,,0,,
1,0,,0,,0,1,0,0,MCCONNELL,-1,,16,0,0.027,68a3b2b5808b420e8d12422ee8947575,0.404,Mitch,0,,14921,HIRE MORE HEROES ACT OF 2015--Continued,,,,KENTUCK,9,,"Iran has acquired and developed various capabilities to execute this asymmetric strategy, including anti access/area denial . . . it possesses the region's largest arsenal of short and medium ballistic missiles, as well as a growing arsenal of cruise missiles and unmanned aerial vehicles, to target military and energy installations throughout the Gulf, including U.S. ships. It also has a sizeable fleet of fast attack craft, submarines and large numbers of torpedoes and naval mines for choking off Hormuz and attacking aforementioned targets. The S-300 air defense systems could stymie U.S. air operations around the Gulf, in addition to complicating any strike on Iran's nuclear facilities.",,0,1,0,0,,0,114,1943,0,0,0,9/9/15,51,1,{u'REFERENCE': -1},0,0,0,-0.22295254863254407,,,,1,420,0.22295254863254407
1,0,,0,,1,1,1,2,DEFAZIO,,,15,0,-0.01,2456621a2d248209266d8f7bfa72e180,-0.429,Peter,0,,15410,"FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS ACT, 2017",1,1,,OREGON,9,,"Today, we have a professional military--the best in the world. If you believe in our military and if you believe in an all-volunteer force, then you will vote for this amendment. If you want to send a message that, someday, we are going to conscript young men, involuntarily, to go into the military, into a training capacity that doesn't exist, and have hundreds or thousands or millions of bodies, untrained, go into a massive land war, unlike the way wars are fought today with the professional military and much more targeted with drones and air strikes, then vote for this, say that we are going to go back to Korea, that we are going to go back to the way it was in World War II, that we are going to go back to World War I.",,1,0,0,0,,0,114,181,1,0,0,7/6/16,72,1,{u'FOREIGNPOLICY': 1},0,0,0,0.66717157757930023,,,,1,1032,0.66717157757930023
0,0,,1,,,1,0,1,Poe,,,,0,,3d7edef061ad5ab2982c4c5f37ce008f,,Ted,0,1,,DO EVERYTHING TO SECURE THE BORDER,,,,TEXAS,,,"The United States has amazing capabilities like aerial drones, aerostats, and seismic technology to detect crossers. Let's use and do everything to secure the Nation.",,0,0,0,0,,0,115,618,1,0,0,4/25/17,,2,{},0,0,0,,,,0,1,,
0,0,,1,,1,1,0,1,BURGESS,,,5,0,-0.153,51baf96310eee848a1faec1d664431aa,0.565,Michael,0,-1,20355,"TRANSPORTATION, HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2013",,,,TEXAS,5,,"If these drones are weaponized, you can--if you've been surveilled unfairly, you can go to court and perhaps seek a remedy. But if a bullet is fired from one of these platforms, you don't have any remedy if you're the recipient of that bullet.",,0,0,0,0,,0,112,190,0,0,0,6/27/12,49,2,{},0,0,0,0.78072981257942276,,,1,1,1412,0.78072981257942276
0,0,,1,,0,1,0,10,LEAHY,,,20,0,-0.15,e8be42fc6aad892d251601fda58df0ee,-0.375,Patrick,0,1,14307,JUDICIAL NOMINATIONS,,,,VERMONT,8,,Let me respond to some of the criticisms levied against him with respect to the so-called drone memos as well as allegations that he would not be an independent judge who adheres to the rule of law. I reject both of those criticisms.,,1,0,0,0,,0,113,957,1,0,0,5/22/14,6,0,{},0,0,0,0.27903377226445264,,,0,0,545,0.27903377226445264
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,c3cd92ed464f38af991cc5e4ec89e248,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"One of the bills we introduced last year was a bill to require warrants for drone surveillance. This is a hot topic, and I think it will probably get up to the Supreme Court. I don't believe it has yet. There were cases that were talking about GPS tagging of cars, and the Supreme Court ruled they cannot do that without a warrant.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
